request_id,first_release_ns,last_release_ns,last_flow_end_ns,collective_elapsed_ns,arrival_span_ns,tail_after_last_release_ns,network_tail_after_last_release_ns,trace_calibration_residual_ns,software_residual_ns,simulator_bias_correction_ns,rank_network_done_offsets_ns,source,simulator_commit,topology_hash
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1141:rel-caeacd8507d6,0,215634,212684020,212684020,215634,212468386,79834571,132633815,132633815,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1143:rel-212addbdedeb,0,122920,216587853,216587853,122920,216464933,79834571,136630362,136630362,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1145:rel-d0ba55d64eff,0,120522,211884506,211884506,120522,211763984,79834571,131929413,131929413,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1147:rel-f28a67947d09,0,194893,208167013,208167013,194893,207972120,79834571,128137549,128137549,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1149:rel-5d2987245d88,0,77553,207787644,207787644,77553,207710091,79834571,127875520,127875520,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1151:rel-085389c3d4ba,0,15676,201882948,201882948,15676,201867272,79834571,122032701,122032701,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1153:rel-f8c916bf3ec3,0,399845,219809955,219809955,399845,219410110,79834571,139575539,139575539,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1155:rel-2e4af2f3c93b,0,104974,206729593,206729593,104974,206624619,79834571,126790048,126790048,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1157:rel-71a3e28ae089,0,87599,209613452,209613452,87599,209525853,79834571,129691282,129691282,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1159:rel-c0d0c5ab995a,0,338836,211848752,211848752,338836,211509916,79834571,131675345,131675345,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1161:rel-2cb32d32daef,0,451717,206118152,206118152,451717,205666435,79834571,125831864,125831864,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1163:rel-43169635438b,0,51531,200173620,200173620,51531,200122089,79834571,120287518,120287518,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1165:rel-e16dbd0d1905,0,142044,215996511,215996511,142044,215854467,79834571,136019896,136019896,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1167:rel-43e529d78656,0,275715,209291918,209291918,275715,209016203,79834571,129181632,129181632,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1169:rel-eab29ccfadb9,0,562301,212838248,212838248,562301,212275947,79834571,132441376,132441376,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1171:rel-129acb94824d,0,126197,220064626,220064626,126197,219938429,79834571,140103858,140103858,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1173:rel-430b9b7a3149,0,604,207525720,207525720,604,207525116,79834571,127690545,127690545,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1175:rel-dd295fa17aa5,0,252794,214195687,214195687,252794,213942893,79834571,134108322,134108322,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1177:rel-1f65ad8986ac,0,344836,212359593,212359593,344836,212014757,79834571,132180186,132180186,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1179:rel-a3347ebb717e,0,220496,212146198,212146198,220496,211925702,79834571,132091131,132091131,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1181:rel-c3d9fa598103,0,61430,211781506,211781506,61430,211720076,79834571,131885505,131885505,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1183:rel-42e4e0c64f27,0,320406,211365718,211365718,320406,211045312,79834571,131210741,131210741,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1185:rel-ccf8f95d9bc5,0,606197,214912224,214912224,606197,214306027,79834571,134471456,134471456,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1187:rel-cafc69c761e6,0,363425,211726374,211726374,363425,211362949,79834571,131528378,131528378,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1189:rel-850945dd71f3,0,228082,212454222,212454222,228082,212226140,79834571,132391569,132391569,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1191:rel-5bf5a54b88d7,0,63318,212171909,212171909,63318,212108591,79834571,132274020,132274020,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1193:rel-adf283698972,0,382691,205477399,205477399,382691,205094708,79834571,125260137,125260137,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1195:rel-f7fd828ac545,0,178772,208635567,208635567,178772,208456795,79834571,128622224,128622224,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1197:rel-d0d89fc26d7e,0,176507,216753949,216753949,176507,216577442,79834571,136742871,136742871,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1199:rel-9089097ad7f2,0,6579,185724521,185724521,6579,185717942,79834571,105883371,105883371,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1201:rel-c510da4f61d2,0,142231,212148373,212148373,142231,212006142,79834571,132171571,132171571,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1203:rel-fc82fef2dcf3,0,676830,195492977,195492977,676830,194816147,79834571,114981576,114981576,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1205:rel-5cedb4b8a17e,0,120741,208983767,208983767,120741,208863026,79834571,129028455,129028455,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1207:rel-196b5391d734,0,128498,206013250,206013250,128498,205884752,79834571,126050181,126050181,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1209:rel-2d659a256cb7,0,285550,223512282,223512282,285550,223226732,79834571,143392161,143392161,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1211:rel-c052821f624b,0,395343,207730298,207730298,395343,207334955,79834571,127500384,127500384,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1213:rel-2273957fa578,0,187673,208221831,208221831,187673,208034158,79834571,128199587,128199587,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1215:rel-6a889b613c61,0,19666,206360904,206360904,19666,206341238,79834571,126506667,126506667,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1217:rel-e6e6d58467d5,0,350639,207375458,207375458,350639,207024819,79834571,127190248,127190248,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1219:rel-0e021fe6ee9a,0,263489,218884586,218884586,263489,218621097,79834571,138786526,138786526,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1221:rel-472d047eb652,0,18731,208923351,208923351,18731,208904620,79834571,129070049,129070049,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1223:rel-d7d72beb017b,0,151695,214667621,214667621,151695,214515926,79834571,134681355,134681355,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1225:rel-85f206a67b4e,0,484453,212046174,212046174,484453,211561721,79834571,131727150,131727150,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1227:rel-7dc47a22a2db,0,220734,209960259,209960259,220734,209739525,79834571,129904954,129904954,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1229:rel-ce0db716bc7d,0,32974,210410495,210410495,32974,210377521,79834571,130542950,130542950,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1231:rel-9d5a7ec41342,0,164590,212642183,212642183,164590,212477593,79834571,132643022,132643022,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1233:rel-3aefa0c2bf46,0,192867,212450509,212450509,192867,212257642,79834571,132423071,132423071,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1235:rel-245e50756b3a,0,37737,208478269,208478269,37737,208440532,79834571,128605961,128605961,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1237:rel-cdda7e0cf38f,0,154148,208943334,208943334,154148,208789186,79834571,128954615,128954615,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1239:rel-6ab93a9269fd,0,278011,212478612,212478612,278011,212200601,79834571,132366030,132366030,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1241:rel-8757e60466a9,0,99089,212083059,212083059,99089,211983970,79834571,132149399,132149399,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1243:rel-6e463d9bc3ce,0,632601,208682075,208682075,632601,208049474,79834571,128214903,128214903,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1245:rel-c442e582575a,0,179622,210298862,210298862,179622,210119240,79834571,130284669,130284669,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1247:rel-3e115e9afe84,0,68194,207341359,207341359,68194,207273165,79834571,127438594,127438594,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1249:rel-6950408ec25b,0,832477,207505580,207505580,832477,206673103,79834571,126838532,126838532,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1251:rel-8145c37bb450,0,211773,215622857,215622857,211773,215411084,79834571,135576513,135576513,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1253:rel-6b0a73685f01,0,156598,226426127,226426127,156598,226269529,79834571,146434958,146434958,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1255:rel-3d0eafd1ee24,0,291858,196283106,196283106,291858,195991248,79834571,116156677,116156677,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1257:rel-79ddbd615254,0,192410,210794177,210794177,192410,210601767,79834571,130767196,130767196,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1259:rel-347ea51e4b4d,0,426034,225580780,225580780,426034,225154746,79834571,145320175,145320175,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1261:rel-327f9ee8aec6,0,137311,208037829,208037829,137311,207900518,79834571,128065947,128065947,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1263:rel-7dba9269df84,0,289435,210265124,210265124,289435,209975689,79834571,130141118,130141118,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1265:rel-7b403b21ec6e,0,58293,202441136,202441136,58293,202382843,79834571,122548272,122548272,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1267:rel-eefb8c47044f,0,1896092,220959840,220959840,1896092,219063748,79834571,139229177,139229177,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1269:rel-17b2ba6d5fcb,0,1378718,202512093,202512093,1378718,201133375,79834571,121298804,121298804,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1271:rel-51e930d510d3,0,698903,212407952,212407952,698903,211709049,79834571,131874478,131874478,0,,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,1fb9fa6cd750b63b3358f6b0ff5d8167de4143d1,e9503e0eaf5bc80efd66ae95b5f09e68643725069d654082f374ec03f8b46a88
